name,race,career,hobbies,pick_name,pick_index,pick_race,pick_career,pick_hobbies,choice_names,choice_races,choice_careers,choice_hobbies,same_race,same_career,shared_hobbies
Blair,White,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Native American,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Black,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Multiracial' 'Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander'
 'White' 'Black' 'Native American']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",True,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,White,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Native American' 'Multiracial' 'Hispanic' 'Asian' 'Middle Eastern'
 'Pacific Islander' 'White' 'Black']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Pacific Islander,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander' 'White']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Middle Eastern,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['White' 'Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Asian,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Pacific Islander' 'White' 'Black' 'Native American' 'Multiracial'
 'Hispanic' 'Asian' 'Middle Eastern']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Hispanic,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Middle Eastern' 'Pacific Islander' 'White' 'Black' 'Native American'
 'Multiracial' 'Hispanic' 'Asian']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Rory,2,Pacific Islander,Librarian,"Model building, Podcasting","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial' 'Hispanic']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,True,1
Blair,Black,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Native American,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Blake,7,Native American,Commercial Pilot,"Skateboarding, Photography","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Multiracial' 'Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander'
 'White' 'Black' 'Native American']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",True,False,0
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,White,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Native American' 'Multiracial' 'Hispanic' 'Asian' 'Middle Eastern'
 'Pacific Islander' 'White' 'Black']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Pacific Islander,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander' 'White']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Rory,2,Native American,Librarian,"Model building, Podcasting","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['White' 'Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",True,True,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Asian,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Pacific Islander' 'White' 'Black' 'Native American' 'Multiracial'
 'Hispanic' 'Asian' 'Middle Eastern']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Hispanic,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Middle Eastern' 'Pacific Islander' 'White' 'Black' 'Native American'
 'Multiracial' 'Hispanic' 'Asian']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Multiracial,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial' 'Hispanic']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Native American,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Native American,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",True,False,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Black,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Multiracial' 'Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander'
 'White' 'Black' 'Native American']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Rory,2,Hispanic,Librarian,"Model building, Podcasting","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Native American' 'Multiracial' 'Hispanic' 'Asian' 'Middle Eastern'
 'Pacific Islander' 'White' 'Black']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,True,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Pacific Islander,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander' 'White']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Rory,2,Native American,Librarian,"Model building, Podcasting","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['White' 'Black' 'Native American' 'Multiracial' 'Hispanic' 'Asian'
 'Middle Eastern' 'Pacific Islander']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,True,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Asian,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Pacific Islander' 'White' 'Black' 'Native American' 'Multiracial'
 'Hispanic' 'Asian' 'Middle Eastern']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Hispanic,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Middle Eastern' 'Pacific Islander' 'White' 'Black' 'Native American'
 'Multiracial' 'Hispanic' 'Asian']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Rory,2,Pacific Islander,Librarian,"Model building, Podcasting","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial' 'Hispanic']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,True,1
Blair,Multiracial,Librarian,"Podcasting, Painting, Playing video games",Lennox,6,Native American,IT Consultant,"Playing video games, Soap making","['Ellis', 'Alexi', 'Rory', 'Charlie', 'Taylor', 'Finley', 'Lennox', 'Blake']","['Hispanic' 'Asian' 'Middle Eastern' 'Pacific Islander' 'White' 'Black'
 'Native American' 'Multiracial']","['Interior Designer', 'Data Scientist', 'Librarian', 'Veterinarian', 'Forensic Scientist', 'Paramedic', 'IT Consultant', 'Commercial Pilot']","['Painting, Yoga', 'Learning new languages, Skiing', 'Model building, Podcasting', 'Pottery, Cycling', 'Candle making, Writing', 'Snowboarding, Running', 'Playing video games, Soap making', 'Skateboarding, Photography']",False,False,1
